국가코드,국가,기준월,수출건수,수출액_USD,수입건수,수입액_USD,무역수지_USD
RE,불령 리유니온 코모도 제도,2025-07-01,69,1700266,1,21,1700245
MK,마세도니아,2025-07-01,77,1436389,36,562995,873394
CU,쿠바,2025-07-01,33,1294815,5,794821,499994
MO,마카오,2025-07-01,336,1290949,42,155638,1135311
ML,말리,2025-07-01,9,1268872,1,123445,1145427
NE,니제르,2025-07-01,5,1265841,0,179,1265662
BB,바베이도스,2025-07-01,28,1117638,4,15371,1102267
VU,바누아투,2025-07-01,60,1098529,23,3444076,-2345547
SS,남수단,2025-07-01,11,1093123,1,1,1093122
CG,콩고,2025-07-01,90,1077251,3,289562,787689
MV,몰디브,2025-07-01,108,1049525,2,25881,1023644
KY,영령 캐이맨 군도,2025-07-01,12,1008762,4,213,1008549
LI,리히텐슈타인,2025-07-01,21,953590,88,2240040,-1286450
MR,모리타니,2025-07-01,31,929481,12,1562742,-633261
YT,메요트,2025-07-01,5,889954,0,0,889954
GQ,적도 기니,2025-07-01,21,872377,4,78398085,-77525708
SR,수리남,2025-07-01,33,867903,13,573275,294628
MP,북마리아나 군도,2025-07-01,160,812294,3,121832,690462
LC,세인트 루시아,2025-07-01,18,788753,1,60,788693
CW,큐라소,2025-07-01,47,755908,1,35160,720748
SL,시에라 리온,2025-07-01,37,748189,11,1324104,-575915
BA,보스니아-헤르체고비나,2025-07-01,68,729091,49,1043024,-313933
SC,세이쉘,2025-07-01,28,665589,13,1509835,-844246
SO,소말리아,2025-07-01,23,656597,3,317984,338613
SB,솔로몬 군도,2025-07-01,13,633142,6,174685,458457
FM,마이크로네시아,2025-07-01,73,607243,7,134236,473007
AS,아메리칸 사모아,2025-07-01,31,576540,4,49104,527436
TV,투발루,2025-07-01,11,565281,1,1329195,-763914
MF,세인트 마틴,2025-07-01,10,538081,0,0,538081
BT,부탄,2025-07-01,48,528402,3,354533,173869
BI,부룬디,2025-07-01,20,510158,1,42151,468007
PS,팔레스타인 해방기구,2025-07-01,21,505484,6,114,505370
GI,지브랄타,2025-07-01,12,443417,1,140,443277
TL,티모르,2025-07-01,7,396231,4,5193,391038
SX,세인트마틴(생마르탱),2025-07-01,8,369591,1,100,369491
KI,키리바티,2025-07-01,19,333092,0,0,333092
GM,감비아,2025-07-01,71,310958,9,733836,-422878
MQ,마티니크,2025-07-01,25,307420,1,174,307246
MW,말라위,2025-07-01,24,282113,11,431189,-149076
NA,나미비아,2025-07-01,32,266594,12,16308900,-16042306
TD,챠드,2025-07-01,6,244809,0,180,244629
VC,세인트 빈센트 그레나딘,2025-07-01,3,233108,0,0,233108
GF,불령 가이아나,2025-07-01,15,227718,0,0,227718
KN,세인트 키츠 네비스,2025-07-01,9,221016,0,2283,218733
CV,카보 베르데,2025-07-01,2,193487,0,0,193487
SZ,스와질랜드,2025-07-01,9,178941,13,72081,106860
DM,도미니카,2025-07-01,4,172877,2,1769,171108
ME,몬테네그로,2025-07-01,15,153290,1,1554,151736
MC,모나코,2025-07-01,3,105750,8,317255,-211505
GL,그린랜드,2025-07-01,7,72353,7,238438,-166085
BW,보츠와나,2025-07-01,15,68572,10,257070,-188498
GP,과델로프,2025-07-01,15,56337,0,0,56337
VG,영령 버진군도,2025-07-01,6,48873,0,0,48873
TC,투르크 & 카이코스 군도,2025-07-01,4,43734,0,0,43734
GD,그레나다,2025-07-01,5,37267,0,0,37267
ER,에리트리아,2025-07-01,2,35010,1,9959064,-9924054
NR,나우루,2025-07-01,2,30721,0,0,30721
AG,안티가 바부다,2025-07-01,8,23338,1,20,23318
AN,네덜란드 열도,2025-07-01,8,22611,0,0,22611
VI,미령 버진군도,2025-07-01,16,22421,1,17529,4892
KM,코모로스,2025-07-01,9,19442,1,7128,12314
ST,상토메 프린스페,2025-07-01,3,17856,1,2164,15692
TO,통가,2025-07-01,1,11422,0,0,11422
BL,세인트 바르탤르미,2025-07-01,2,10499,1,109,10390
GW,기네비소,2025-07-01,1,9362,3,239023,-229661
TK,토켈라우,2025-07-01,1,2069,3,1152,917
VA,교황청,2025-07-01,4,1681,0,0,1681
JE,저어지,2025-07-01,6,1469,1,1951,-482
GG,건지,2025-07-01,4,1112,1,310,802
CF,중앙아프리카공화국,2025-07-01,1,701,1,82,619
FO,파로에 군도,2025-07-01,2,267,1,1,266
AD,안도라,2025-07-01,1,130,8,10648,-10518
AI,앙귈라,2025-07-01,1,112,1,117,-5
FK,포클랜드 군도,2025-07-01,0,0,1,61260,-61260
CK,쿡 아일랜드,2025-07-01,0,0,1,424,-424
SH,세인트 헬레나,2025-07-01,0,0,1,56760,-56760
CC,코스 군도,2025-07-01,0,0,1,27695,-27695
CX,크리스마스 아일랜드,2025-07-01,0,0,0,28,-28
TF,불령 남부지역,2025-07-01,0,0,0,1346,-1346
LS,레소토,2025-07-01,0,0,2,3346,-3346
SJ,스발비드 군도,2025-07-01,0,0,0,30,-30
NU,니우에,2025-07-01,0,0,4,62060,-62060
SM,산마리노,2025-07-01,0,0,7,157818,-157818
MS,몬트세라트,2025-07-01,0,0,0,118,-118
IM,맨섬,2025-07-01,0,0,0,4072,-4072
CN,중국,2025-08-01,89602,10990269226,1543898,11556618086,-566348860
US,미국,2025-08-01,239555,8718145472,1453945,5981182420,2736963052
VN,베트남,2025-08-01,59405,5398092255,206110,2952368935,2445723320
TW,대만,2025-08-01,50905,4371509375,22635,2800398236,1571111139
HK,홍콩,2025-08-01,25505,2726867301,348389,123974059,2602893242
JP,일본,2025-08-01,158420,2376745621,392640,3626223106,-1249477485
SG,싱가포르,2025-08-01,50178,2164626782,24420,835297393,1329329389
IN,인도,2025-08-01,18678,1591153439,13537,538802159,1052351280
AU,호주,2025-08-01,20605,1499722065,36798,2400638225,-900916160
MY,말레이시아,2025-08-01,33021,1039246832,13196,1340621087,-301374255
PH,필리핀,2025-08-01,28014,1032043978,5947,266735697,765308281
MX,멕시코,2025-08-01,14920,997129663,8096,620792223,376337440
FR,프랑스,2025-08-01,6636,977528083,18046,621858081,355670002
NL,네덜란드,2025-08-01,10011,875032397,5631,596167800,278864597
CA,캐나다,2025-08-01,17092,782904678,43950,429508204,353396474
DE,독일,2025-08-01,14301,758698842,171274,1712143238,-953444396
TR,튀르키예,2025-08-01,8979,705256326,2655,102700311,602556015
GB,영국,2025-08-01,17453,644020969,20620,343206047,300814922
TH,태국,2025-08-01,18504,640192121,49545,583837416,56354705
MH,마샬군도,2025-08-01,36,612133839,17,73641,612060198
ID,인도네시아,2025-08-01,12914,526703890,10740,911236832,-384532942
PL,폴란드,2025-08-01,6172,487198321,2198,85098445,402099876
LR,라이베리아,2025-08-01,108,425957587,22,7200,425950387
BR,브라질,2025-08-01,9261,358647992,1689,375280975,-16632983
SA,사우디아라비아,2025-08-01,4522,357319688,503,2817172216,-2459852528
AE,아랍에미리트 연합,2025-08-01,10559,356821574,555,1748694029,-1391872455
IT,이탈리아,2025-08-01,5428,340168629,29084,580726079,-240557450
RU,러시아 연방,2025-08-01,8181,325632306,1300,716558245,-390925939
BE,벨기에,2025-08-01,2464,302377749,2410,109993160,192384589
ES,스페인,2025-08-01,4347,294978918,8413,227339157,67639761
CZ,체코공화국,2025-08-01,2979,294339334,3314,79484219,214855115
KG,키르기스스탄,2025-08-01,11023,292164611,19,229623,291934988
KZ,카자흐스탄,2025-08-01,5002,259852637,70,16708579,243144058
SK,슬로바키아,2025-08-01,1952,254618988,1277,57464149,197154839
DK,덴마크,2025-08-01,1346,249679703,1946,176589785,73089918
NZ,뉴질랜드,2025-08-01,3186,226689385,32268,184060611,42628774
CH,스위스,2025-08-01,2550,215650562,4260,273453367,-57802805
BM,버뮤다,2025-08-01,16,212890292,0,0,212890292
HU,헝가리,2025-08-01,2129,211584033,1593,67195111,144388922
CL,칠레,2025-08-01,2480,156572753,1240,266548039,-109975286
IE,아일랜드,2025-08-01,1085,152666329,1046,123221089,29445240
EG,이집트,2025-08-01,2058,150176611,238,4795559,145381052
UZ,우즈베키스탄,2025-08-01,1939,142989922,65,1295799,141694123
BD,방글라데시,2025-08-01,2073,131915960,1909,59870969,72044991
IL,이스라엘,2025-08-01,7151,127709320,1651,130908757,-3199437
PK,파키스탄,2025-08-01,1620,105628207,669,16530554,89097653
AT,오스트리아,2025-08-01,2469,102678285,2071,136401051,-33722766
SE,스웨덴,2025-08-01,1522,98549009,3135,140771028,-42222019
AR,아르헨티나,2025-08-01,910,97898883,333,79850818,18048065
CO,콜롬비아,2025-08-01,1523,94544391,1256,83133546,11410845
IQ,이라크,2025-08-01,894,86823782,73,833479551,-746655769
SI,슬로베니아,2025-08-01,713,84885169,320,17186818,67698351
AO,앙골라,2025-08-01,144,78036213,0,0,78036213
PT,포루투갈,2025-08-01,961,74695370,4421,29483984,45211386
ZA,남아프리카공화국,2025-08-01,1831,74449618,581,170814200,-96364582
PE,페루,2025-08-01,1202,71149722,937,244247706,-173097984
RO,루마니아,2025-08-01,1242,65947197,2246,60758266,5188931
PA,파나마,2025-08-01,1053,63726649,92,62277690,1448959
KH,캄보디아,2025-08-01,2108,51238360,2586,49838135,1400225
OM,오만,2025-08-01,1285,50747675,70,232701336,-181953661
NG,나이지리아,2025-08-01,1053,47843972,45,79857036,-32013064
