시트,검색어,행,열,셀내용
HSK코드표,디스플레이,6946,2,액정 디스플레이용
HSK코드표,반도체,7029,2,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더
HSK코드표,반도체,7030,2,반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용 석영 도가니
HSK코드표,반도체,7031,2,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것
HSK코드표,반도체,7081,2,반도체 제조용
HSK코드표,철강,7168,2,주석을 도금한 철강의 웨이스트(waste)와 스크랩(scrap)
HSK코드표,철강,7529,2,나선 가공한 슬리브(sleeve)(철강으로 만든 것에 한정한다)
HSK코드표,철강,7540,2,"철강으로 만든 각종 재료용 저장조ㆍ탱크ㆍ통과 이와 유사한 용기(압축용이나 액화가스용은 제외하고, 기계장치나 가열ㆍ냉각 장치를 갖추지 않은 것으로서 용적이 300리터를 초과하는 것으로 한정하며, 내장한 것인지 또는 열절연한 것인지에 상관없다)"
HSK코드표,코드,7550,2,스틸타이어 코드
HSK코드표,코드,7555,2,스틸타이어 코드
HSK코드표,반도체,7605,2,반도체 웨이퍼ㆍ반도체 디바이스의 측정이나 검사에 사용되는 핀
HSK코드표,자동차,7611,2,자동차용 판상 스프링
HSK코드표,자동차,7614,2,자동차용
HSK코드표,철강,7636,2,"철강의 울, 철강으로 만든 용기세정용구와 세정용이나 폴리싱(polishing)용 패드ㆍ글러브(glove)와 이와 유사한 것"
HSK코드표,철강,7640,2,철강(주철은 제외한다)으로 만든 것으로 법랑제의 것
HSK코드표,철강,7658,2,철강선으로 만든 제품
HSK코드표,반도체,7694,2,반도체 제조용
HSK코드표,반도체,7696,2,반도체 제조용
HSK코드표,반도체,7698,2,반도체 제조용
HSK코드표,반도체,7700,2,반도체 제조용
HSK코드표,반도체,7702,2,반도체 제조용
HSK코드표,반도체,7704,2,반도체 제조용
HSK코드표,반도체,7706,2,반도체 제조용
HSK코드표,반도체,7708,2,반도체 제조용
HSK코드표,반도체,7710,2,반도체 제조용
HSK코드표,철강,7819,2,철강심으로 되어 있는 것
HSK코드표,반도체,7990,2,"반도체 웨이퍼, 반도체 디바이스를 개별 단위로 절단하는 기기에 사용되는 것"
HSK코드표,자동차,8097,2,자동차용 자물쇠
HSK코드표,자동차,8107,2,자동차용으로 적합한 그 밖의 장착구ㆍ부착구와 이와 유사한 물품
HSK코드표,철강,8126,2,철강으로 만든 것
HSK코드표,반도체,8138,2,반도체 제조용
HSK코드표,반도체,8140,2,반도체 제조용
HSK코드표,반도체,8142,2,반도체 제조용
HSK코드표,반도체,8145,2,반도체 제조용
HSK코드표,선박,8179,2,선박추진용 터빈
HSK코드표,선박,8184,2,선박추진용 증기터빈의 것
HSK코드표,선박,8209,2,선박용 내연기관
HSK코드표,선박,8236,2,선박용
HSK코드표,선박,8239,2,선박용
HSK코드표,선박,8242,2,선박용
HSK코드표,선박,8245,2,선박용
HSK코드표,선박,8248,2,선박용
HSK코드표,선박,8251,2,선박용
HSK코드표,선박,8274,2,선박용
HSK코드표,반도체,8304,2,반도체 제조에 전용되거나 주로 사용되는 종류의 것
HSK코드표,디스플레이,8305,2,평판디스플레이 제조에 전용되거나 주로 사용되는 종류의 것
HSK코드표,자동차,8337,2,자동차용(탑승자용으로 한정한다)
HSK코드표,철강,8353,2,철강용
HSK코드표,섬유,8400,2,인조섬유 제조용 중합기
HSK코드표,섬유,8410,2,인조섬유 제조용 중합기의 것
HSK코드표,석유화학,8428,2,석유화학공업용
HSK코드표,반도체,8432,2,반도체 제조용 여과기나 청정기
HSK코드표,자동차,8493,2,중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기는 제외한다)
HSK코드표,자동차,8499,2,중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기의 부분품은 제외한다)
HSK코드표,자동차,8501,2,중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기의 부분품은 제외한다)
HSK코드표,자동차,8503,2,중량 측정에 전자적 방법을 이용하는 것(자동차중량측정용 기기의 부분품은 제외한다)
HSK코드표,반도체,8517,2,반도체 제조에 전용 또는 주로 사용되는 종류의 것
HSK코드표,반도체,8523,2,반도체 제조에 전용 또는 주로 사용되는 종류의 것
HSK코드표,선박,8552,2,선박의 데릭(derrick)
HSK코드표,HS,8610,3,Snow-ploughs and snow-blowers
HSK코드표,HS,8631,3,Ploughs
HSK코드표,HS,8642,3,Of ploughs
HSK코드표,섬유,8697,2,섬유소 펄프의 제조용 기계
HSK코드표,섬유,8705,2,섬유소 펄프 제조용 기계의 것
HSK코드표,반도체,8745,2,반도체 제조용
HSK코드표,섬유,8827,2,1회의 세탁 능력이 건조한 섬유제품의 중량으로 10킬로그램을 초과하는 것
HSK코드표,섬유,8830,2,1회의 건조 능력이 건조한 섬유제품의 중량으로 10킬로그램 이하인 것
HSK코드표,HSK,9026,3,"Of HSK 8479.89-9010, 8479.89-9030 or 8479.89-9091"
HSK코드표,HS,9026,3,"Of HSK 8479.89-9010, 8479.89-9030 or 8479.89-9091"
HSK코드표,디스플레이,9046,2,"휴대용 자동자료처리기계(중량이 10킬로그램 이하인 것으로서 적어도 중앙처리장치, 키보드, 디스플레이를 갖추고 있는 것으로 한정한다)"
HSK코드표,컴퓨터,9094,2,컴퓨터 케이스
HSK코드표,컴퓨터,9097,2,컴퓨터용 중앙처리장치로서 제8542호에 분류되지 않는 것
HSK코드표,섬유,9114,2,광섬유와 광섬유 예비성형품 제조용 기계
HSK코드표,섬유,9119,2,광섬유와 광섬유 예비성형품 제조용
HSK코드표,섬유,9145,2,"파티클보드(particle board)나 건축용 섬유판(목재나 그 밖의 목질 물질로 제조된 것으로 한정한다)의 제조용 프레스, 목재나 코르크 처리용 그 밖의 기계"
HSK코드표,HSK,9147,3,"Of subheading 8479.81, 8479.82, HSK 8479.89-9010, 8479.89-9030, 8479.89-9060 or 8479.89-9091"
HSK코드표,HS,9147,3,"Of subheading 8479.81, 8479.82, HSK 8479.89-9010, 8479.89-9030, 8479.89-9060 or 8479.89-9091"
HSK코드표,HSK,9148,3,Of HSK 8479.89-9080
HSK코드표,HS,9148,3,Of HSK 8479.89-9080
HSK코드표,반도체,9154,2,반도체 제조용
HSK코드표,선박,9170,2,선박용ㆍ어업용 기기
HSK코드표,HSK,9180,3,Of those specified in HSK 8479.89-9080
HSK코드표,HS,9180,3,Of those specified in HSK 8479.89-9080
HSK코드표,반도체,9181,2,반도체 제조용 기기의 것
HSK코드표,선박,9191,2,선박용ㆍ어업 기기의 것
HSK코드표,반도체,9271,2,반도체재료 도핑용 이온주입기
HSK코드표,반도체,9272,2,반도체웨이퍼 위에 막을 형성하거나 금속을 증착하는 기계
HSK코드표,반도체,9274,2,반도체웨이퍼 위에 직접 그리는 기기
HSK코드표,반도체,9278,2,"반도체 웨이퍼를 습식 식각, 현상, 스트리핑하거나 세척하는 기계"
HSK코드표,반도체,9280,2,반도체재료의 건식식각 패턴용의 것
HSK코드표,반도체,9281,2,반도체웨이퍼를 스트리핑하거나 세척하는 기기
HSK코드표,반도체,9285,2,반도체 웨이퍼가공용의 연마기ㆍ광택기(래핑기를 포함한다)
HSK코드표,반도체,9286,2,반도체 웨이퍼의 스크라이빙ㆍ스코어링을 위한 다이싱기
HSK코드표,반도체,9289,2,반도체웨이퍼 위에 테이프를 부착시키는 기계
HSK코드표,반도체,9290,2,반도체웨이퍼를 개별 칩으로 절단하는 기기
HSK코드표,디스플레이,9296,2,감광성 평판디스플레이용 기판에 회로모형을 투영하거나 드로잉하는 기기
HSK코드표,디스플레이,9304,2,감광성 평판디스플레이용기판에 회로모형을 투영하거나 드로잉하는 기기
HSK코드표,반도체,9314,2,"반도체 조립용의 다이 부착기, 테이프자동접착기ㆍ와이어접착기"
HSK코드표,반도체,9315,2,반도체 디바이스를 삽입ㆍ제거시키는 기계
HSK코드표,반도체,9316,2,반도체조립용 인캡슐레이션 기기
HSK코드표,반도체,9318,2,납볼을 반도체 제조용 인쇄회로기판이나 세라믹기판에 탑재하는 기계
HSK코드표,반도체,9320,2,"반도체 다이를 부착하거나 웨이퍼, 캐리어, 튜브를 세척하는 기계"
HSK코드표,반도체,9321,2,"굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(반도체 리드의 것으로서 프레스를 포함하며, 수치제어식의 여부는 상관없다)"
HSK코드표,반도체,9325,2,"반도체 소자 제조용 웨이퍼, 웨이퍼카셋트, 상자나 그 밖의 물품을 이송, 핸들링 그리고 저장하기 위한 것"
HSK코드표,디스플레이,9326,2,"평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용의 것"
HSK코드표,디스플레이,9332,2,유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것
HSK코드표,디스플레이,9333,2,액정 디스플레이 제조용 기기의 것
HSK코드표,선박,9336,2,선박이나 보트의 추진기와 그 블레이드(blade)
HSK코드표,HSK,9499,3,Of HSK 8508.11-9000
HSK코드표,HS,9499,3,Of HSK 8508.11-9000
HSK코드표,HSK,9500,3,Of HSK 8508.19-9000 or 8508.60-0000
HSK코드표,HS,9500,3,Of HSK 8508.19-9000 or 8508.60-0000
HSK코드표,HSK,9501,3,Of HSK 8508.11-1000 or 8508.19-2000
HSK코드표,HS,9501,3,Of HSK 8508.11-1000 or 8508.19-2000
HSK코드표,반도체,9561,2,반도체 제조용
HSK코드표,반도체,9563,2,반도체 제조용
HSK코드표,코드,9614,2,코드분할다중접속을 사용하는 동기식
HSK코드표,코드,9616,2,코드분할다중접속을 사용하는 비동기식
HSK코드표,무선통신,9622,2,무선통신용
HSK코드표,무선통신,9624,2,무선통신용
HSK코드표,무선통신,9626,2,무선통신용
HSK코드표,무선통신,9629,2,그 밖의 무선통신용
HSK코드표,무선통신,9631,2,무선통신용
HSK코드표,HSK,9651,3,"PCA(printed circuit assemblies) of HSK 8518.10-1000, 8518.29-1000"
HSK코드표,HS,9651,3,"PCA(printed circuit assemblies) of HSK 8518.10-1000, 8518.29-1000"
HSK코드표,코드,9654,2,턴 테이블(레코드 데크)
HSK코드표,반도체,9657,2,반도체 매체를 이용하는 기기
HSK코드표,반도체,9658,2,자기식ㆍ광학식이나 그 밖의 반도체 매체 중 두 가지 이상의 방식을 이용할 수 있는 기기
HSK코드표,컴퓨터,9668,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,컴퓨터,9673,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,컴퓨터,9677,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,컴퓨터,9682,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,컴퓨터,9690,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,컴퓨터,9695,2,컴퓨터 소프트웨어를 수록한 것
HSK코드표,전기기기,9744,2,"초소형 카메라(필기구, 버튼, 안경, 시계, USB 메모리 등 일상소품이나 다른 전기기기에 장착되었거나 장착되도록 설계제작된 것)"
HSK코드표,자동차,9755,2,자동차용
HSK코드표,자동차,9759,2,자동차용
HSK코드표,디스플레이,9801,2,액정디스플레이 방식
HSK코드표,디스플레이,9810,2,제8524호의 평판 디스플레이 모듈용의 것
HSK코드표,디스플레이,9817,2,그 밖의 액정 디스플레이 방식용
HSK코드표,디스플레이,9818,2,그 밖의 유기발광다이오드(오엘이디) 디스플레이 방식용
HSK코드표,자동차,9875,2,자동차단기
HSK코드표,자동차,9895,2,"제8702호, 제8703호, 제8704호나 제8711호의 자동차용 배터리 클램프(battery clamp)"
HSK코드표,디스플레이,9898,2,"터치감응식 자료입력장치('터치스크린'이라 불림)[영상 디스플레이 장치가 있는 기기에 결합되어 디스플레이 영역 내의 접촉여부와 위치를 감지하는 기능을 하며, 제시된 상태에서 디스플레이를 갖추지 않은 것으로 한정함]"
HSK코드표,자동차,9907,2,자동차단기의 것
HSK코드표,디스플레이,9921,2,평판디스플레이의 후면광원(backlighting)용
HSK코드표,반도체,9925,2,반도체 제조용 기기의 것
HSK코드표,자동차,10026,2,점화용 와이어링 세트와 그 밖의 와이어링 세트(자동차용ㆍ항공기용ㆍ선박용으로 한정한다)
HSK코드표,선박,10026,2,점화용 와이어링 세트와 그 밖의 와이어링 세트(자동차용ㆍ항공기용ㆍ선박용으로 한정한다)
HSK코드표,섬유,10048,2,광섬유 케이블
HSK코드표,철강,10069,2,철강ㆍ구리ㆍ니켈ㆍ아연을 함유한 것
HSK코드표,철강,10073,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,철강,10076,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,철강,10079,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,철강,10082,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,철강,10085,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,철강,10088,2,철강·구리·니켈·납·아연을 함유한 것
HSK코드표,HS,10293,3,Snow-ploughs and snow-blowers
HSK코드표,선박,10442,2,"순항선ㆍ유람선과 이와 유사한 선박(주로 사람 수송용으로 설계된 것으로 한정한다), 각종 페리보트(ferry-boat)"
HSK코드표,철강,10447,2,철강선
HSK코드표,선박,10490,2,해체용 선박
HSK코드표,섬유,10492,2,광섬유ㆍ광섬유 다발과 광섬유 케이블
HSK코드표,반도체,10511,2,반도체 제조용 기기의 것
HSK코드표,반도체,10543,2,반도체 제조용
HSK코드표,반도체,10545,2,반도체 제조용 현상기
HSK코드표,HSK,10548,3,Of the apparatus of HSK 9010.50-1000
HSK코드표,HS,10548,3,Of the apparatus of HSK 9010.50-1000
HSK코드표,반도체,10550,2,소호 제9010.50호 및 제9010.60호의 것(반도체 제조용은 제외한다)
HSK코드표,반도체,10552,2,반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것
HSK코드표,반도체,10554,2,반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것
HSK코드표,HSK,10560,3,"Of HSK 9011.10-1000, 9011.20-1010"
HSK코드표,HS,10560,3,"Of HSK 9011.10-1000, 9011.20-1010"
HSK코드표,반도체,10562,2,일렉트론 빔 현미경(반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것으로 한정한다)
HSK코드표,HSK,10565,3,Of HSK 9012.10-1010
HSK코드표,HS,10565,3,Of HSK 9012.10-1010
HSK코드표,섬유,10570,2,"확대경, 루페, 섬유 카운터"
HSK코드표,반도체,10613,2,반도체 제조용
HSK코드표,반도체,10615,2,반도체 제조용
HSK코드표,HS,10618,3,Electro-cardiographs
HSK코드표,HS,10625,3,Electro-encephalographs
HSK코드표,HS,10627,3,Electro-tonographs
HSK코드표,컴퓨터,10688,2,컴퓨터 단층촬영기기
HSK코드표,반도체,10717,2,"인쇄회로기판, 반도체 디바이스 및 전자집적회로의 볼이나 와이어의 접착력ㆍ전단력 측정을 위한 기기"
HSK코드표,HS,10746,3,Chromatographs and electrophoresis instruments
HSK코드표,반도체,10761,2,반도체 제조용
HSK코드표,HS,10782,3,Oscilloscopes and oscillographs
HSK코드표,반도체,10797,2,반도체 웨이퍼나 소자(집적회로를 포함한다)의 측정용이나 검사용
HSK코드표,반도체,10804,2,반도체웨이퍼 표면의 파티클 오염상태 측정용
HSK코드표,반도체,10807,2,반도체 제조공정의 것
HSK코드표,반도체,10816,2,반도체 제조용
HSK코드표,반도체,10826,2,반도체 제조용 기기에 전용 또는 주로 사용되는 종류의 것
HSK코드표,반도체,10836,2,반도체 제조용 기기의 것
HSK코드표,선박,10876,2,차량용ㆍ항공기용ㆍ우주선용ㆍ선박용 계기반 클록(clock)과 이와 유사한 클록(clock)
HSK코드표,HS,11030,3,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor."
HSK코드표,철강,11112,2,철강으로 만든 것
HSK코드표,섬유,11120,2,방직용 섬유재료로 만든 것
HSK코드표,HSK,11131,3,"Reduced-size (“scale”) model assembly kits, whether or not working models, excluding those of HSK 9503.00-31"
HSK코드표,HS,11131,3,"Reduced-size (“scale”) model assembly kits, whether or not working models, excluding those of HSK 9503.00-31"
HSK코드표,섬유,11133,2,방직용 섬유재료로 만든 것
HSK코드표,섬유,11135,2,방직용 섬유재료로 만든 것
HSK코드표,HSK,11148,3,Parts and accessories (excluding those of HSK 9503.00-3190)
HSK코드표,HS,11148,3,Parts and accessories (excluding those of HSK 9503.00-3190)
